"""name"":","""6","""group"":",data_analysis,"""value"":",160,Full-time,"{""name"":""6"",""group"":""data_analysis"",""value"":160},"
"""name"":","""52","""group"":",data_analysis,"""value"":",160,Full-time,"{""name"":""52"",""group"":""data_analysis"",""value"":160},"
"""name"":","""10","""group"":",data_analysis,"""value"":",129,Full-time,"{""name"":""10"",""group"":""data_analysis"",""value"":129},"
"""name"":","""56","""group"":",data_analysis,"""value"":",129,Full-time,"{""name"":""56"",""group"":""data_analysis"",""value"":129},"
"""name"":","""2","""group"":",data_analysis,"""value"":",120,Full-time,"{""name"":""2"",""group"":""data_analysis"",""value"":120},"
"""name"":","""48","""group"":",data_analysis,"""value"":",120,Full-time,"{""name"":""48"",""group"":""data_analysis"",""value"":120},"
"""name"":","""4","""group"":",data_analysis,"""value"":",113,Full-time,"{""name"":""4"",""group"":""data_analysis"",""value"":113},"
"""name"":","""50","""group"":",data_analysis,"""value"":",113,Full-time,"{""name"":""50"",""group"":""data_analysis"",""value"":113},"
"""name"":","""7","""group"":",data_analysis,"""value"":",102.5,Full-time,"{""name"":""7"",""group"":""data_analysis"",""value"":102.5},"
"""name"":","""53","""group"":",data_analysis,"""value"":",102.5,Full-time,"{""name"":""53"",""group"":""data_analysis"",""value"":102.5},"
"""name"":","""11","""group"":",data_analysis,"""value"":",100,Full-time,"{""name"":""11"",""group"":""data_analysis"",""value"":100},"
"""name"":","""57","""group"":",data_analysis,"""value"":",100,Full-time,"{""name"":""57"",""group"":""data_analysis"",""value"":100},"
"""name"":","""9","""group"":",data_analysis,"""value"":",85.5,Full-time,"{""name"":""9"",""group"":""data_analysis"",""value"":85.5},"
"""name"":","""55","""group"":",data_analysis,"""value"":",85.5,Full-time,"{""name"":""55"",""group"":""data_analysis"",""value"":85.5},"
"""name"":","""8","""group"":",data_analysis,"""value"":",78,Full-time,"{""name"":""8"",""group"":""data_analysis"",""value"":78},"
"""name"":","""54","""group"":",data_analysis,"""value"":",78,Full-time,"{""name"":""54"",""group"":""data_analysis"",""value"":78},"
"""name"":","""5","""group"":",data_analysis,"""value"":",75,Full-time,"{""name"":""5"",""group"":""data_analysis"",""value"":75},"
"""name"":","""51","""group"":",data_analysis,"""value"":",75,Full-time,"{""name"":""51"",""group"":""data_analysis"",""value"":75},"
"""name"":","""12","""group"":",data_analysis,"""value"":",65,Full-time,"{""name"":""12"",""group"":""data_analysis"",""value"":65},"
"""name"":","""58","""group"":",data_analysis,"""value"":",65,Full-time,"{""name"":""58"",""group"":""data_analysis"",""value"":65},"
"""name"":","""1","""group"":",data_analysis,"""value"":",59.5,Full-time,"{""name"":""1"",""group"":""data_analysis"",""value"":59.5},"
"""name"":","""47","""group"":",data_analysis,"""value"":",59.5,Full-time,"{""name"":""47"",""group"":""data_analysis"",""value"":59.5},"
"""name"":","""21","""group"":",data_science,"""value"":",350,Full-time,"{""name"":""21"",""group"":""data_science"",""value"":350},"
"""name"":","""63","""group"":",data_science,"""value"":",229,Full-time,"{""name"":""63"",""group"":""data_science"",""value"":229},"
"""name"":","""73","""group"":",data_science,"""value"":",229,Full-time,"{""name"":""73"",""group"":""data_science"",""value"":229},"
"""name"":","""67","""group"":",data_science,"""value"":",220,Full-time,"{""name"":""67"",""group"":""data_science"",""value"":220},"
"""name"":","""69","""group"":",data_science,"""value"":",179.5,Full-time,"{""name"":""69"",""group"":""data_science"",""value"":179.5},"
"""name"":","""75","""group"":",data_science,"""value"":",173.5,Full-time,"{""name"":""75"",""group"":""data_science"",""value"":173.5},"
"""name"":","""26","""group"":",data_science,"""value"":",163.5,Full-time,"{""name"":""26"",""group"":""data_science"",""value"":163.5},"
"""name"":","""74","""group"":",data_science,"""value"":",156,Full-time,"{""name"":""74"",""group"":""data_science"",""value"":156},"
"""name"":","""15","""group"":",data_science,"""value"":",152.5,Full-time,"{""name"":""15"",""group"":""data_science"",""value"":152.5},"
"""name"":","""16","""group"":",data_science,"""value"":",152.5,Full-time,"{""name"":""16"",""group"":""data_science"",""value"":152.5},"
"""name"":","""60","""group"":",data_science,"""value"":",152,Full-time,"{""name"":""60"",""group"":""data_science"",""value"":152},"
"""name"":","""20","""group"":",data_science,"""value"":",150,Full-time,"{""name"":""20"",""group"":""data_science"",""value"":150},"
"""name"":","""18","""group"":",data_science,"""value"":",148.5,Full-time,"{""name"":""18"",""group"":""data_science"",""value"":148.5},"
"""name"":","""70","""group"":",data_science,"""value"":",136.5,Full-time,"{""name"":""70"",""group"":""data_science"",""value"":136.5},"
"""name"":","""68","""group"":",data_science,"""value"":",135,Full-time,"{""name"":""68"",""group"":""data_science"",""value"":135},"
"""name"":","""23","""group"":",data_science,"""value"":",125,Full-time,"{""name"":""23"",""group"":""data_science"",""value"":125},"
"""name"":","""59","""group"":",data_science,"""value"":",124,Full-time,"{""name"":""59"",""group"":""data_science"",""value"":124},"
"""name"":","""28","""group"":",data_science,"""value"":",122.5,Full-time,"{""name"":""28"",""group"":""data_science"",""value"":122.5},"
"""name"":","""62","""group"":",data_science,"""value"":",121,Full-time,"{""name"":""62"",""group"":""data_science"",""value"":121},"
"""name"":","""71","""group"":",data_science,"""value"":",121,Full-time,"{""name"":""71"",""group"":""data_science"",""value"":121},"
"""name"":","""13","""group"":",data_science,"""value"":",119.5,Full-time,"{""name"":""13"",""group"":""data_science"",""value"":119.5},"
"""name"":","""17","""group"":",data_science,"""value"":",119.5,Full-time,"{""name"":""17"",""group"":""data_science"",""value"":119.5},"
"""name"":","""22","""group"":",data_science,"""value"":",119.5,Full-time,"{""name"":""22"",""group"":""data_science"",""value"":119.5},"
"""name"":","""24","""group"":",data_science,"""value"":",119.5,Full-time,"{""name"":""24"",""group"":""data_science"",""value"":119.5},"
"""name"":","""27","""group"":",data_science,"""value"":",119.5,Full-time,"{""name"":""27"",""group"":""data_science"",""value"":119.5},"
"""name"":","""64","""group"":",data_science,"""value"":",119.5,Full-time,"{""name"":""64"",""group"":""data_science"",""value"":119.5},"
"""name"":","""65","""group"":",data_science,"""value"":",117.5,Full-time,"{""name"":""65"",""group"":""data_science"",""value"":117.5},"
"""name"":","""66","""group"":",data_science,"""value"":",114,Full-time,"{""name"":""66"",""group"":""data_science"",""value"":114},"
"""name"":","""19","""group"":",data_science,"""value"":",113,Full-time,"{""name"":""19"",""group"":""data_science"",""value"":113},"
"""name"":","""61","""group"":",data_science,"""value"":",112.5,Full-time,"{""name"":""61"",""group"":""data_science"",""value"":112.5},"
"""name"":","""77","""group"":",data_science,"""value"":",111.5,Full-time,"{""name"":""77"",""group"":""data_science"",""value"":111.5},"
"""name"":","""76","""group"":",data_science,"""value"":",96.5,Full-time,"{""name"":""76"",""group"":""data_science"",""value"":96.5},"
"""name"":","""72","""group"":",data_science,"""value"":",86,Full-time,"{""name"":""72"",""group"":""data_science"",""value"":86},"
"""name"":","""14","""group"":",data_science,"""value"":",62.5,Full-time,"{""name"":""14"",""group"":""data_science"",""value"":62.5},"
"""name"":","""25","""group"":",data_science,"""value"":",62.5,Full-time,"{""name"":""25"",""group"":""data_science"",""value"":62.5},"
,,,job_type,,avg_dollar_amount,schedule_type,
"""name"":","""82","""group"":",machine_learning,"""value"":",324.5,Full-time,"{""name"":""82"",""group"":""machine_learning"",""value"":324.5},"
"""name"":","""80","""group"":",machine_learning,"""value"":",286,Full-time,"{""name"":""80"",""group"":""machine_learning"",""value"":286},"
"""name"":","""39","""group"":",machine_learning,"""value"":",265.5,Full-time,"{""name"":""39"",""group"":""machine_learning"",""value"":265.5},"
"""name"":","""96","""group"":",machine_learning,"""value"":",257,Full-time,"{""name"":""96"",""group"":""machine_learning"",""value"":257},"
"""name"":","""40","""group"":",machine_learning,"""value"":",245,Full-time,"{""name"":""40"",""group"":""machine_learning"",""value"":245},"
"""name"":","""83","""group"":",machine_learning,"""value"":",245,Full-time,"{""name"":""83"",""group"":""machine_learning"",""value"":245},"
"""name"":","""30","""group"":",machine_learning,"""value"":",236,Full-time,"{""name"":""30"",""group"":""machine_learning"",""value"":236},"
"""name"":","""32","""group"":",machine_learning,"""value"":",225.5,Full-time,"{""name"":""32"",""group"":""machine_learning"",""value"":225.5},"
"""name"":","""87","""group"":",machine_learning,"""value"":",222,Full-time,"{""name"":""87"",""group"":""machine_learning"",""value"":222},"
"""name"":","""81","""group"":",machine_learning,"""value"":",207,Full-time,"{""name"":""81"",""group"":""machine_learning"",""value"":207},"
"""name"":","""86","""group"":",machine_learning,"""value"":",207,Full-time,"{""name"":""86"",""group"":""machine_learning"",""value"":207},"
"""name"":","""78","""group"":",machine_learning,"""value"":",205,Full-time,"{""name"":""78"",""group"":""machine_learning"",""value"":205},"
"""name"":","""93","""group"":",machine_learning,"""value"":",205,Full-time,"{""name"":""93"",""group"":""machine_learning"",""value"":205},"
"""name"":","""36","""group"":",machine_learning,"""value"":",199.5,Full-time,"{""name"":""36"",""group"":""machine_learning"",""value"":199.5},"
"""name"":","""85","""group"":",machine_learning,"""value"":",199.5,Full-time,"{""name"":""85"",""group"":""machine_learning"",""value"":199.5},"
"""name"":","""37","""group"":",machine_learning,"""value"":",196,Full-time,"{""name"":""37"",""group"":""machine_learning"",""value"":196},"
"""name"":","""79","""group"":",machine_learning,"""value"":",196,Full-time,"{""name"":""79"",""group"":""machine_learning"",""value"":196},"
"""name"":","""94","""group"":",machine_learning,"""value"":",196,Full-time,"{""name"":""94"",""group"":""machine_learning"",""value"":196},"
"""name"":","""42","""group"":",machine_learning,"""value"":",192.5,Full-time,"{""name"":""42"",""group"":""machine_learning"",""value"":192.5},"
"""name"":","""84","""group"":",machine_learning,"""value"":",192.5,Full-time,"{""name"":""84"",""group"":""machine_learning"",""value"":192.5},"
"""name"":","""38","""group"":",machine_learning,"""value"":",186,Full-time,"{""name"":""38"",""group"":""machine_learning"",""value"":186},"
"""name"":","""44","""group"":",machine_learning,"""value"":",186,Full-time,"{""name"":""44"",""group"":""machine_learning"",""value"":186},"
"""name"":","""41","""group"":",machine_learning,"""value"":",175,Full-time,"{""name"":""41"",""group"":""machine_learning"",""value"":175},"
"""name"":","""91","""group"":",machine_learning,"""value"":",174,Full-time,"{""name"":""91"",""group"":""machine_learning"",""value"":174},"
"""name"":","""90","""group"":",machine_learning,"""value"":",159,Full-time,"{""name"":""90"",""group"":""machine_learning"",""value"":159},"
"""name"":","""29","""group"":",machine_learning,"""value"":",152.5,Full-time,"{""name"":""29"",""group"":""machine_learning"",""value"":152.5},"
"""name"":","""89","""group"":",machine_learning,"""value"":",152.5,Full-time,"{""name"":""89"",""group"":""machine_learning"",""value"":152.5},"
"""name"":","""34","""group"":",machine_learning,"""value"":",150,Full-time,"{""name"":""34"",""group"":""machine_learning"",""value"":150},"
"""name"":","""35","""group"":",machine_learning,"""value"":",150,Full-time,"{""name"":""35"",""group"":""machine_learning"",""value"":150},"
"""name"":","""31","""group"":",machine_learning,"""value"":",145.5,Full-time,"{""name"":""31"",""group"":""machine_learning"",""value"":145.5},"
"""name"":","""45","""group"":",machine_learning,"""value"":",133.5,Full-time,"{""name"":""45"",""group"":""machine_learning"",""value"":133.5},"
"""name"":","""95","""group"":",machine_learning,"""value"":",133.5,Full-time,"{""name"":""95"",""group"":""machine_learning"",""value"":133.5},"
"""name"":","""88","""group"":",machine_learning,"""value"":",130,Full-time,"{""name"":""88"",""group"":""machine_learning"",""value"":130},"
"""name"":","""33","""group"":",machine_learning,"""value"":",122.5,Full-time,"{""name"":""33"",""group"":""machine_learning"",""value"":122.5},"
"""name"":","""92","""group"":",machine_learning,"""value"":",117,Full-time,"{""name"":""92"",""group"":""machine_learning"",""value"":117},"
"""name"":","""43","""group"":",machine_learning,"""value"":",105,Full-time,"{""name"":""43"",""group"":""machine_learning"",""value"":105},"
"""name"":","""46","""group"":",machine_learning,"""value"":",90,Full-time,"{""name"":""46"",""group"":""machine_learning"",""value"":90},"